C4烯烃收率,温度,Co/SiO2浓度,Co/SiO2溶液量,HAP浓度,HAP溶液量
0.008321676,317,100,1,100,1.68
0.075465222,347,50,1,50,0.9
0.008317616,250,200,2,200,1.68
0.009992027,345,25,1,25,1.68
0.094730381,373,50,1,50,2.1
0.007449947,324,33,1,67,1.68
0.032914398,319,50,1,50,0.9
0.00312756,277,50,1,50,1.68
0.244742965,391,200,2,200,0.3
0.088282852,317,200,1,200,0.9
0.362633475,384,200,1,200,0.9
0.011472292,348,25,1,25,1.68
0.020056506,303,50,1,50,0.9
0.011130106,325,100,1,100,1.68
0.168605627,351,200,0.5,200,1.68
0.000256692,269,10,1,10,1.68
0.497586188,437,200,1,200,0.9
0.053808185,387,25,1,25,1.68
0.360306988,400,200,1,200,1.68
0.018138531,323,50,1,50,1.68
0.313208061,384,200,1,200,1.68
0.005181013,300,67,1,33,1.68
0.018015944,342,50,1,50,2.1
0.000590703,330,50,1,90,1.68
0.234372821,389,200,2,200,0.3
0.044915659,333,200,2,200,0.3
0.000851919,288,25,1,25,1.68
0.00350657,284,100,1,100,1.68
0.269895282,376,200,0.5,200,1.68
0.003325519,349,50,1,90,1.68
0.017844653,357,25,1,25,1.68
0.000943027,263,100,1,100,1.68
0.003763646,282,50,1,50,1.68
0.478625632,442,200,1,200,0.9
0.002545096,288,33,1,67,1.68
0.113755318,364,100,1,100,0.9
0.09036148,320,200,1,200,1.68
0.100125854,361,200,5,200,1.68
0.430777459,424,200,0.5,200,1.68
0.007023422,336,25,1,25,1.68
0.34188096,381,200,2,200,1.68
0.015722002,319,50,1,50,1.68
0.000648745,292,10,1,10,1.68
0.004235503,252,200,0.5,200,1.68
0.020533058,338,100,1,100,1.68
0.030339097,386,10,1,10,1.68
0.082318693,312,200,1,200,1.68
0.049656737,289,200,2,200,1.68
0.276875617,408,50,1,50,0.3
0.0564699,349,200,5,200,1.68
0.001033871,256,50,1,50,2.1
0.196135943,358,200,0.5,200,1.68
0.456244964,402,200,1,200,0.9
0.243426909,442,50,1,50,2.1
0.108175006,438,25,1,25,1.68
0.118681922,354,50,1,50,0.3
0.007973707,299,50,1,50,1.68
0.355966547,430,200,1,200,1.68
0.382194809,414,200,5,200,1.68
0.18726176,398,75,1,75,1.68
0.377013968,414,200,1,200,1.68
0.101429365,380,50,1,50,1.68
0.511146727,421,200,1,200,0.9
0.018069766,330,50,1,50,2.1
0.082610067,384,50,1,50,2.1
0.132637235,412,67,1,33,1.68
0.382905183,406,200,0.5,200,1.68
0.001814462,318,10,1,10,1.68
0.000709489,255,100,1,100,1.68
0.286240818,380,200,0.5,200,1.68
0.040264721,344,50,1,50,1.68
0.214902524,414,50,1,50,1.68
0.11988044,445,10,1,10,1.68
0.353386959,397,200,1,200,1.68
0.163760893,437,50,1,50,2.1
0.0050006,287,50,1,50,1.68
0.509923254,420,200,1,200,0.9
0.006493936,308,50,1,50,2.1
0.143019312,370,200,5,200,1.68
0.001177222,308,10,1,10,1.68
0.004364322,336,10,1,10,1.68
0.495660506,413,200,1,200,0.9
0.007267696,337,25,1,25,1.68
0.17425,450,33,1,67,1.68
0.401916097,391,200,1,200,0.9
0.000889535,250,50,1,50,1.68
0.01506489,265,50,1,50,0.3
0.11766664,444,10,1,10,1.68
0.012722275,295,100,1,100,0.9
0.042444389,285,200,1,200,1.68
0.198203105,402,75,1,75,1.68
0.085810901,428,10,1,10,1.68
0.010117471,307,50,1,50,1.68
0.126912723,367,200,2,200,0.3
0.05606884,409,10,1,10,1.68
0.137033338,340,200,1,200,1.68
0.16832111,376,200,2,200,0.3
0.099466669,357,50,1,50,0.9
0.065877037,374,33,1,67,1.68
0.072273346,420,10,1,10,1.68
0.260665459,444,50,1,50,1.68
0.122121401,446,10,1,10,1.68
0.053087302,346,75,1,75,1.68
0.25882289,409,50,1,50,0.9
0.12309609,366,200,5,200,1.68
0.320607207,442,50,1,50,0.9
0.228143574,420,50,1,50,1.68
0.335495641,428,200,2,200,1.68
0.00497584,256,200,0.5,200,1.68
0.273916064,443,75,1,75,1.68
0.004102883,262,200,1,200,1.68
0.003820528,256,200,5,200,1.68
0.174233369,401,50,1,50,2.1
0.05486165,291,200,1,200,1.68
0.012465699,374,50,1,90,1.68
0.000180129,316,50,1,90,1.68
0.007828172,266,200,1,200,1.68
0.261854489,371,200,1,200,1.68
0.007178866,298,50,1,50,1.68
0.148221709,389,50,1,50,1.68
0.005425257,297,100,1,100,1.68
0.016884234,340,50,1,50,2.1
0.101050207,391,33,1,67,1.68
0.011116102,369,50,5,20,2.1
0.006065392,292,50,1,50,2.1
0.016655928,293,200,5,200,1.68
0.052472234,367,33,1,67,1.68
0.04999311,354,50,1,50,1.68
0.075495829,379,67,1,33,1.68
0.326466589,426,50,1,50,0.3
0.509075995,432,200,1,200,0.9
0.219916967,384,200,5,200,1.68
0.000577795,289,10,1,10,1.68
0.244670763,429,50,1,50,1.68
0.158659587,344,200,1,200,0.9
0.323947002,425,50,1,50,0.3
0.070388116,366,50,1,50,1.68
0.051738961,340,200,2,200,0.3
0.27173924,440,75,1,75,1.68
0.00023711,288,50,1,90,1.68
0.007290926,312,100,1,100,1.68
0.122496425,331,200,1,200,0.9
0.008521297,327,33,1,67,1.68
0.255232409,437,50,1,50,1.68
0.439440079,430,200,5,200,1.68
0.449091061,436,200,0.5,200,1.68
0.077171468,423,10,1,10,1.68
0.173931368,440,33,1,67,1.68
0.018294077,300,200,5,200,1.68
0.000741148,263,25,1,25,1.68
0.061770661,360,50,1,50,2.1
0.098907472,359,100,1,100,0.9
0.03872384,359,33,1,67,1.68
0.359661393,441,50,1,50,0.3
0.036470798,321,200,2,200,0.3
0.107580575,360,50,1,50,0.9
0.038911958,304,50,1,50,0.3
0.017219473,277,200,1,200,0.9
0.004844777,263,50,1,50,0.9
0.152385264,424,67,1,33,1.68
0.234586798,341,200,2,200,1.68
0.009561669,344,25,1,25,1.68
0.085601111,385,67,1,33,1.68
0.373376217,419,200,2,200,0.3
0.005670034,290,50,1,50,2.1
0.106508231,434,25,1,25,1.68
0.000755138,268,25,1,25,1.68
0.174549075,449,33,1,67,1.68
0.004426807,290,100,1,100,1.68
0.04531126,359,67,1,33,1.68
0.004603199,300,50,1,50,2.1
-1.25E-05,333,50,5,20,2.1
0.108742036,440,25,1,25,1.68
0.043980309,344,200,5,200,1.68
0.003457715,279,50,1,50,1.68
0.058630351,349,75,1,75,1.68
0.140373858,389,50,1,50,2.1
0.006427759,271,50,1,50,0.9
0.002592473,263,100,1,100,0.9
0.228149322,392,50,1,50,0.3
0.004183317,306,33,1,67,1.68
0.144574238,383,75,1,75,1.68
0.296585214,442,200,2,200,1.68
0.368384268,385,200,1,200,0.9
0.016045527,333,100,1,100,1.68
-0.00033022,325,50,5,20,2.1
0.007391912,271,200,5,200,1.68
0.024776574,398,50,1,90,1.68
0.148183384,371,200,5,200,1.68
0.226266707,360,200,1,200,0.9
0.021629845,312,100,1,100,0.9
0.006845438,322,33,1,67,1.68
0.159111164,377,100,1,100,0.9
0.177782151,442,67,1,33,1.68
0.402411377,429,200,2,200,0.3
0.000882423,262,100,1,100,1.68
0.268625702,351,200,2,200,1.68
0.016888372,260,200,2,200,1.68
0.072809664,302,200,1,200,1.68
0.041348339,397,10,1,10,1.68
0.089262465,353,50,1,50,0.9
0.0009066,301,10,1,10,1.68
0.025877183,394,50,5,20,2.1
0.192896465,353,200,1,200,0.9
0.029998438,401,50,5,20,2.1
0.336197099,430,50,1,50,0.3
0.002074535,279,67,1,33,1.68
0.011840063,302,75,1,75,1.68
0.260223727,391,200,5,200,1.68
0.027436959,335,50,1,50,1.68
0.107427874,436,25,1,25,1.68
0.055811187,353,50,1,50,1.68
0.203387528,383,200,2,200,0.3
0.086858769,386,50,1,50,2.1
0.0316862,404,50,5,20,2.1
0.036349596,374,25,1,25,1.68
0.075728344,367,100,1,100,1.68
0.000223771,308,50,1,90,1.68
0.001039394,252,50,1,50,2.1
0.015230872,289,200,5,200,1.68
0.257548062,373,200,0.5,200,1.68
0.002633918,286,50,1,50,2.1
0.011665678,252,50,1,50,0.3
0.07242662,354,200,5,200,1.68
0.003705755,269,100,1,100,0.9
0.168958367,347,200,1,200,0.9
0.250488582,433,50,1,50,1.68
0.025071402,338,50,1,50,2.1
0.274972417,445,75,1,75,1.68
0.051603287,290,200,2,200,1.68
0.042751814,432,50,5,20,2.1
0.013436693,291,50,1,50,0.9
0.006144014,292,50,1,50,1.68
0.163145262,444,50,1,50,2.1
0.001919783,268,50,1,50,1.68
0.219488196,416,50,1,50,1.68
0.020147216,280,200,1,200,0.9
0.400114599,428,200,2,200,0.3
0.028843438,399,50,5,20,2.1
0.396468367,390,200,1,200,0.9
0.04938556,362,67,1,33,1.68
0.029822361,336,50,1,50,1.68
0.000183503,317,50,1,90,1.68
0.160400767,396,50,1,50,2.1
0.150358016,420,50,1,50,2.1
0.011926144,334,33,1,67,1.68
0.034140011,416,50,1,90,1.68
0.001530155,264,50,1,50,1.68
0.146108171,345,200,0.5,200,1.68
0.000415447,251,25,1,25,1.68
0.366249272,401,200,0.5,200,1.68
0.163016968,378,100,1,100,0.9
0.001442548,276,33,1,67,1.68
0.511720571,430,200,1,200,0.9
0.441836138,431,200,5,200,1.68
0.006959257,346,10,1,10,1.68
0.187205526,403,50,1,50,1.68
0.044203944,380,25,1,25,1.68
0.01969134,325,50,1,50,1.68
0.108166263,370,75,1,75,1.68
0.000438062,291,50,5,20,2.1
0.10598609,433,25,1,25,1.68
0.020440141,326,50,1,50,1.68
0.244469046,404,50,1,50,0.9
0.058201466,338,50,1,50,0.9
0.006190887,332,25,1,25,1.68
0.056819689,292,200,1,200,1.68
0.058054463,372,50,1,50,2.1
0.004090776,319,25,1,25,1.68
0.317194244,438,50,1,50,0.9
0.000786388,260,100,1,100,1.68
0.156060209,387,75,1,75,1.68
0.113394838,380,100,1,100,1.68
0.14716736,415,33,1,67,1.68
0.325934049,390,200,0.5,200,1.68
0.090230382,368,50,1,50,1.68
3.71E-05,274,50,1,90,1.68
0.051073392,347,200,5,200,1.68
0.192504236,405,50,1,50,1.68
0.503043485,435,200,1,200,0.9
0.019187425,383,50,5,20,2.1
0.005515454,253,200,1,200,0.9
0.256634958,428,75,1,75,1.68
-8.17E-05,332,50,5,20,2.1
0.414763437,447,200,2,200,0.3
0.172499357,437,33,1,67,1.68
0.066066811,416,10,1,10,1.68
0.14927036,372,200,2,200,0.3
0.206179702,405,75,1,75,1.68
0.21136729,407,75,1,75,1.68
0.030964313,317,50,1,50,0.9
0.192082455,385,100,1,100,0.9
0.000244151,306,50,1,90,1.68
0.3127049,437,200,2,200,1.68
0.00177088,251,100,1,100,0.9
0.229186275,388,200,2,200,0.3
0.01021913,252,200,2,200,1.68
0.000226479,266,10,1,10,1.68
0.032020302,315,200,2,200,0.3
0.023361328,349,50,1,50,2.1
0.010850764,323,50,1,50,2.1
0.292736665,359,200,2,200,1.68
0.000931655,253,50,1,50,1.68
0.020018009,345,50,1,50,2.1
0.031130164,403,50,5,20,2.1
0.442997256,431,200,0.5,200,1.68
0.050978351,355,50,1,50,2.1
0.013530028,362,10,1,10,1.68
0.490933571,439,200,1,200,0.9
0.018151443,273,50,1,50,0.3
0.000101916,272,50,5,20,2.1
0.003855958,254,200,5,200,1.68
0.064572035,415,10,1,10,1.68
0.026882365,382,10,1,10,1.68
0.001859265,273,50,1,50,2.1
0.29121389,422,50,1,50,0.9
0.088027896,318,200,1,200,1.68
0.005356929,251,200,1,200,0.9
0.005939304,358,50,1,90,1.68
0.015709973,366,10,1,10,1.68
0.013242632,314,50,1,50,1.68
0.000225258,287,50,1,90,1.68
0.005218315,288,50,1,50,1.68
0.004985434,313,33,1,67,1.68
0.373128596,449,50,1,50,0.3
0.294383399,379,200,1,200,1.68
0.000179363,315,50,1,90,1.68
0.076023437,355,200,5,200,1.68
-8.58E-05,259,50,1,90,1.68
0.062383421,295,200,1,200,1.68
0.043673485,439,50,1,90,1.68
0.010873922,279,200,5,200,1.68
0.018155125,278,200,1,200,0.9
0.021227747,334,50,1,50,2.1
0.001689056,345,50,5,20,2.1
0.047823312,299,200,1,200,0.9
0.024061004,391,50,5,20,2.1
-7.45E-05,256,50,1,90,1.68
0.315862221,376,200,1,200,0.9
0.164439435,371,50,1,50,0.3
0.041221831,432,50,1,90,1.68
0.000191445,262,10,1,10,1.68
0.051736384,301,200,1,200,0.9
0.010424891,317,67,1,33,1.68
0.003161749,291,50,1,50,2.1
0.185959813,378,200,5,200,1.68
0.016997031,356,25,1,25,1.68
0.044324775,350,50,1,50,1.68
0.096987745,434,10,1,10,1.68
0.124970546,332,200,1,200,0.9
0.140402765,341,200,1,200,1.68
0.131235016,368,200,2,200,0.3
0.002009661,258,100,1,100,0.9
0.011063977,282,200,2,200,0.3
0.165413931,346,200,1,200,0.9
0.398260426,411,200,0.5,200,1.68
0.181685074,396,75,1,75,1.68
0.302085248,381,200,1,200,1.68
0.001279802,297,25,1,25,1.68
0.14409228,373,100,1,100,0.9
0.07379165,311,200,1,200,0.9
0.434683417,426,200,0.5,200,1.68
0.098127138,321,200,1,200,0.9
0.274484656,444,75,1,75,1.68
0.008763658,316,50,1,50,2.1
0.052783268,317,50,1,50,0.3
0.151855593,320,200,2,200,1.68
0.2043863,413,50,1,50,2.1
-0.000337467,323,50,5,20,2.1
0.044736287,334,100,1,100,0.9
0.00035609,284,50,5,20,2.1
0.071253564,364,50,1,50,2.1
0.090666666,356,100,1,100,0.9
0.363753167,427,200,1,200,1.68
0.000196842,311,50,1,90,1.68
0.108403437,334,200,0.5,200,1.68
0.004039718,259,200,5,200,1.68
0.060312176,361,100,1,100,1.68
0.226182762,413,75,1,75,1.68
0.055756781,292,200,2,200,1.68
0.008167913,303,50,1,50,2.1
0.308074393,431,50,1,50,0.9
0.285683546,445,200,2,200,1.68
0.117095765,378,50,1,50,1.68
-0.000175525,315,50,5,20,2.1
0.00070002,294,10,1,10,1.68
0.456668565,445,200,5,200,1.68
0.12016686,402,50,1,50,2.1
0.001512517,314,10,1,10,1.68
0.417405993,442,200,2,200,0.3
0.121436865,335,200,1,200,1.68
0.150806038,423,67,1,33,1.68
0.020096816,373,10,1,10,1.68
0.009624701,315,67,1,33,1.68
0.002080947,278,50,1,50,2.1
0.318176356,439,50,1,50,0.9
0.239659463,426,50,1,50,1.68
0.003352274,290,67,1,33,1.68
0.115285507,402,67,1,33,1.68
0.100438529,425,25,1,25,1.68
0.078046509,380,33,1,67,1.68
0.00887997,313,67,1,33,1.68
0.004852462,263,200,1,200,1.68
0.048338966,403,10,1,10,1.68
0.003827011,351,50,1,90,1.68
0.019793916,384,50,5,20,2.1
0.168019106,396,50,1,50,1.68
0.17101192,380,100,1,100,0.9
0.007610996,362,50,5,20,2.1
0.017720528,272,50,1,50,0.3
0.003406523,278,50,1,50,2.1
0.029021565,335,200,5,200,1.68
0.008926217,328,33,1,67,1.68
0.000889971,250,50,1,50,1.68
0.358193445,411,200,2,200,1.68
0.02855092,352,33,1,67,1.68
0.338050239,405,200,5,200,1.68
0.000791535,253,67,1,33,1.68
0.040393873,423,50,5,20,2.1
0.013546006,332,50,1,50,2.1
0.001205278,253,75,1,75,1.68
-3.87E-05,268,50,1,90,1.68
0.031598877,300,200,0.5,200,1.68
-0.00028816,319,50,5,20,2.1
0.108253708,398,67,1,33,1.68
0.030139532,346,67,1,33,1.68
0.000118034,251,10,1,10,1.68
0.152525888,375,50,1,50,0.9
0.16352284,436,50,1,50,2.1
0.111562457,376,50,1,50,1.68
0.03799261,303,50,1,50,0.3
0.003637781,252,50,1,50,0.9
7.32E-06,267,50,5,20,2.1
0.189135277,405,100,1,100,1.68
0.418456267,423,200,5,200,1.68
0.051980987,351,50,1,50,1.68
0.016236258,285,200,0.5,200,1.68
0.08266695,365,50,1,50,1.68
0.008947454,286,100,1,100,0.9
0.000184547,313,50,1,90,1.68
0.09128704,431,10,1,10,1.68
0.007251308,289,75,1,75,1.68
0.349028045,386,200,2,200,1.68
0.216129147,336,200,2,200,1.68
0.011834801,293,100,1,100,0.9
0.136829583,385,50,1,50,1.68
0.02153752,326,200,5,200,1.68
0.220078829,417,100,1,100,1.68
0.001170978,266,100,1,100,1.68
0.269676752,449,200,2,200,1.68
0.00397153,253,200,1,200,1.68
0.130026292,369,100,1,100,0.9
0.000312624,302,50,5,20,2.1
0.214194246,383,200,5,200,1.68
0.107337326,378,100,1,100,1.68
0.149019534,392,50,1,50,2.1
0.40677276,414,200,0.5,200,1.68
0.001927061,273,100,1,100,1.68
0.175294789,440,67,1,33,1.68
0.000421615,327,50,1,90,1.68
0.209599612,386,50,1,50,0.3
0.002148685,270,50,1,50,1.68
0.048979038,354,50,1,50,2.1
0.184634292,448,67,1,33,1.68
0.255364935,448,100,1,100,1.68
0.028714129,335,50,1,50,1.68
0.197316489,382,50,1,50,0.3
0.038835145,351,100,1,100,1.68
0.395302257,410,200,0.5,200,1.68
0.014111427,262,50,1,50,0.3
0.16005404,449,50,1,50,2.1
0.375848983,411,200,1,200,1.68
0.045909421,330,50,1,50,0.9
0.00147692,344,50,5,20,2.1
0.035840641,412,50,5,20,2.1
-5.75E-05,261,50,5,20,2.1
0.386663706,415,200,5,200,1.68
0.020514503,345,33,1,67,1.68
0.15915,450,50,1,50,2.1
0.25446562,390,200,5,200,1.68
0.019935982,322,200,5,200,1.68
0.001221624,251,75,1,75,1.68
0.012043323,359,10,1,10,1.68
0.008062087,301,50,1,50,1.68
0.004788387,286,50,1,50,1.68
0.030526207,294,50,1,50,0.3
0.237506684,418,75,1,75,1.68
0.2545,450,100,1,100,1.68
0.175101653,381,100,1,100,0.9
0.03917337,346,50,1,50,1.68
0.002448355,272,50,1,50,2.1
0.027499065,309,200,2,200,0.3
0.000290764,272,10,1,10,1.68
0.000738606,280,25,1,25,1.68
0.173517975,439,33,1,67,1.68
0.003615745,316,25,1,25,1.68
0.006782469,280,100,1,100,0.9
0.033399788,339,50,1,50,1.68
0.082196871,383,67,1,33,1.68
-3.22E-05,252,50,1,90,1.68
0.001021807,253,50,1,50,2.1
0.018933985,387,50,1,90,1.68
0.153508134,393,100,1,100,1.68
0.012002537,373,50,1,90,1.68
0.071902131,377,33,1,67,1.68
0.081046887,407,25,1,25,1.68
0.310119751,404,200,2,200,0.3
0.035089946,373,25,1,25,1.68
6.11E-05,270,50,5,20,2.1
0.060532178,343,100,1,100,0.9
0.434177781,428,200,5,200,1.68
0.054820326,340,100,1,100,0.9
0.078851344,424,10,1,10,1.68
0.000747546,264,25,1,25,1.68
0.003324703,279,50,1,50,1.68
0.003968867,287,100,1,100,1.68
0.00181384,267,50,1,50,1.68
0.262147271,349,200,2,200,1.68
0.001280483,274,33,1,67,1.68
0.001443418,270,67,1,33,1.68
0.094998219,365,75,1,75,1.68
0.028342941,291,50,1,50,0.3
0.027265832,351,33,1,67,1.68
0.083894984,384,67,1,33,1.68
0.005636189,254,200,1,200,0.9
0.080210484,364,50,1,50,1.68
0.042463553,398,10,1,10,1.68
0.012286556,255,50,1,50,0.3
0.012275331,294,100,1,100,0.9
0.10792742,325,200,1,200,0.9
0.005785227,255,200,1,200,0.9
0.040809105,306,50,1,50,0.3
0.358783479,397,200,2,200,1.68
0.124810211,366,50,1,50,0.9
0.042124989,429,50,5,20,2.1
0.096857344,389,33,1,67,1.68
0.017868973,295,200,2,200,0.3
0.001752879,270,50,1,50,2.1
0.069324064,329,50,1,50,0.3
0.294275733,414,50,1,50,0.3
0.000974785,303,10,1,10,1.68
0.001202861,265,67,1,33,1.68
0.078558098,313,200,1,200,0.9
0.056673977,341,100,1,100,0.9
0.012238051,303,75,1,75,1.68
0.042681128,436,50,1,90,1.68
0.243089938,429,100,1,100,1.68
0.015289301,332,100,1,100,1.68
0.337353376,393,200,0.5,200,1.68
0.001225126,337,50,1,90,1.68
0.350686876,419,200,2,200,1.68
0.16020544,322,200,2,200,1.68
0.019187895,333,67,1,33,1.68
0.04285029,448,50,5,20,2.1
0.028505637,405,50,1,90,1.68
0.093358625,357,100,1,100,0.9
0.002930507,289,50,1,50,2.1
0.006194795,270,50,1,50,0.9
0.021528673,346,33,1,67,1.68
0.042922459,433,50,5,20,2.1
0.000112511,250,10,1,10,1.68
0.004282947,259,50,1,50,0.9
0.202813264,381,200,5,200,1.68
0.000404135,298,50,5,20,2.1
0.021055323,325,200,5,200,1.68
0.120538994,405,67,1,33,1.68
0.010585259,314,50,1,50,2.1
0.057961503,304,200,1,200,0.9
0.179090086,400,50,1,50,1.68
0.130012386,334,200,1,200,0.9
0.136903198,370,50,1,50,0.9
0.015527729,301,100,1,100,0.9
0.030079782,408,50,1,90,1.68
0.24358923,397,50,1,50,0.3
0.088460411,385,33,1,67,1.68
0.003069075,288,67,1,33,1.68
0.09587801,420,25,1,25,1.68
-0.000238128,317,50,5,20,2.1
0.147655188,418,50,1,50,2.1
0.000522899,261,33,1,67,1.68
0.345203444,381,200,1,200,0.9
0.000338076,283,50,5,20,2.1
0.25060556,435,100,1,100,1.68
0.241511,450,50,1,50,2.1
0.143243822,415,50,1,50,2.1
0.014576626,331,100,1,100,1.68
0.333818579,429,50,1,50,0.3
0.174015522,439,67,1,33,1.68
0.024471198,379,10,1,10,1.68
0.122672482,366,200,2,200,0.3
0.005554746,298,100,1,100,1.68
0.316194987,422,50,1,50,0.3
0.327447851,403,200,5,200,1.68
0.039874717,349,50,1,50,2.1
0.003819051,255,200,5,200,1.68
0.300012394,441,200,2,200,1.68
0.000412054,254,33,1,67,1.68
0.37457,450,50,1,50,0.3
0.00043634,295,50,5,20,2.1
0.000288442,294,50,1,90,1.68
0.043022062,437,50,1,90,1.68
0.000730245,251,67,1,33,1.68
0.001068561,257,50,1,50,1.68
0.001933124,257,100,1,100,0.9
0.019660157,321,200,5,200,1.68
0.023687415,348,33,1,67,1.68
0.095600589,359,200,2,200,0.3
0.284044447,356,200,2,200,1.68
0.177619525,401,100,1,100,1.68
0.321782563,444,50,1,50,0.9
0.01554888,291,200,2,200,0.3
0.000707222,260,25,1,25,1.68
0.089035155,387,67,1,33,1.68
0.195115684,406,50,1,50,1.68
0.01154556,372,50,1,90,1.68
0.02760373,353,50,1,50,2.1
0.164998201,428,33,1,67,1.68
0.237102048,432,50,1,50,2.1
0.01279289,313,50,1,50,1.68
0.161800283,389,75,1,75,1.68
0.000732458,262,25,1,25,1.68
0.03559149,419,50,1,90,1.68
0.044301474,286,200,2,200,1.68
0.257450807,449,200,1,200,1.68
0.403490236,419,200,5,200,1.68
0.000365286,337,50,5,20,2.1
0.007044475,297,50,1,50,2.1
0.247369563,364,200,1,200,0.9
0.355707897,398,200,0.5,200,1.68
0.06124331,361,50,1,50,1.68
0.001460784,269,100,1,100,1.68
0.040348314,331,100,1,100,0.9
0.018070024,306,100,1,100,0.9
0.011479066,251,50,1,50,0.3
0.041104619,284,200,2,200,1.68
0.006042675,268,200,2,200,0.3
0.006028312,302,100,1,100,1.68
0.003307303,296,33,1,67,1.68
0.007529627,338,25,1,25,1.68
0.034679847,340,50,1,50,1.68
0.269632103,413,50,1,50,0.9
0.004692504,285,50,1,50,2.1
0.000754452,266,25,1,25,1.68
0.018728201,314,200,5,200,1.68
0.000417814,253,33,1,67,1.68
0.006138527,303,100,1,100,1.68
0.450865786,438,200,0.5,200,1.68
0.002936284,276,50,1,50,1.68
0.031369052,356,50,1,50,2.1
0.014541082,338,33,1,67,1.68
0.008140931,326,33,1,67,1.68
0.110077505,397,50,1,50,2.1
0.000175886,260,10,1,10,1.68
0.003002982,260,200,1,200,1.68
0.017019727,304,100,1,100,0.9
0.006472346,306,100,1,100,1.68
0.137924754,369,200,5,200,1.68
0.000278951,271,10,1,10,1.68
0.211340176,357,200,1,200,0.9
0.436886029,429,200,5,200,1.68
0.026753854,308,200,2,200,0.3
0.000911936,252,50,1,50,1.68
0.007469416,282,100,1,100,0.9
0.043513439,439,50,5,20,2.1
0.161542109,425,33,1,67,1.68
0.032645939,413,50,1,90,1.68
0.338537938,431,50,1,50,0.3
0.004809694,301,50,1,50,2.1
0.003591467,332,10,1,10,1.68
0.037234873,415,50,5,20,2.1
0.041800832,339,75,1,75,1.68
0.432997459,397,200,1,200,0.9
0.001122115,263,67,1,33,1.68
0.127959352,367,200,5,200,1.68
0.206562966,356,200,1,200,0.9
0.032651158,290,200,1,200,0.9
0.064552823,307,200,1,200,0.9
0.003960761,334,10,1,10,1.68
0.017694704,335,100,1,100,1.68
0.512151635,422,200,1,200,0.9
0.105907866,329,200,1,200,1.68
0.011283583,319,67,1,33,1.68
0.222734931,422,50,1,50,2.1
0.003120652,294,33,1,67,1.68
0.031315523,339,50,1,50,1.68
0.078826941,381,67,1,33,1.68
0.002726477,287,50,1,50,2.1
0.010587125,368,50,5,20,2.1
0.015425379,295,50,1,50,0.9
0.507345594,433,200,1,200,0.9
0.463402477,445,200,1,200,0.9
-3.69E-05,255,50,5,20,2.1
0.284488251,419,50,1,50,0.9
0.031414669,370,25,1,25,1.68
0.004690526,262,50,1,50,0.9
0.138442024,412,50,1,50,2.1
0.184846712,405,50,1,50,2.1
0.158319188,346,200,1,200,1.68
0.014242461,334,50,1,50,2.1
0.00467881,273,100,1,100,0.9
-8.38E-05,258,50,1,90,1.68
0.002979388,251,200,2,200,0.3
0.040330278,360,33,1,67,1.68
0.080520888,371,50,1,50,1.68
0.337550173,427,200,2,200,1.68
0.086412883,339,50,1,50,0.3
0.003289846,278,50,1,50,1.68
0.109239714,350,50,1,50,0.3
0.241380008,437,50,1,50,2.1
0.010260836,323,100,1,100,1.68
0.00906073,317,50,1,50,2.1
0.00018575,284,50,1,90,1.68
0.066254205,358,50,1,50,1.68
0.021220377,327,50,1,50,1.68
0.041686259,348,50,1,50,1.68
0.005881766,303,67,1,33,1.68
0.345485986,394,200,1,200,1.68
0.000278053,280,50,5,20,2.1
0.268885099,437,75,1,75,1.68
0.002437298,308,25,1,25,1.68
0.140639108,338,200,1,200,0.9
0.000751361,253,100,1,100,1.68
0.453878499,445,200,0.5,200,1.68
0.377076581,415,200,1,200,1.68
0.046215831,345,200,5,200,1.68
0.205479204,388,100,1,100,0.9
0.005605543,357,50,1,90,1.68
0.188191847,379,50,1,50,0.3
0.037092157,302,50,1,50,0.3
0.504991608,417,200,1,200,0.9
0.150951953,344,200,1,200,1.68
0.31106533,433,50,1,50,0.9
0.144657035,371,200,2,200,0.3
0.006357307,344,10,1,10,1.68
0.002664585,259,200,1,200,1.68
0.004179187,260,200,5,200,1.68
0.412602335,393,200,1,200,0.9
0.204641134,333,200,2,200,1.68
0.105423667,432,25,1,25,1.68
0.000465885,259,33,1,67,1.68
0.279822358,409,50,1,50,0.3
0.007826207,283,100,1,100,0.9
0.008817613,271,200,0.5,200,1.68
0.510532648,431,200,1,200,0.9
0.242889987,440,50,1,50,2.1
0.000424099,289,50,5,20,2.1
0.060221642,412,10,1,10,1.68
0.286483016,377,200,1,200,1.68
0.087314689,386,67,1,33,1.68
0.005318155,250,200,1,200,0.9
0.109029568,363,200,5,200,1.68
0.110012876,399,67,1,33,1.68
0.006083695,319,33,1,67,1.68
0.360402697,403,200,2,200,1.68
0.015000595,290,200,2,200,0.3
0.004278049,307,33,1,67,1.68
0.181473685,384,50,1,50,0.9
0.184196332,355,200,0.5,200,1.68
0.095974622,391,67,1,33,1.68
0.305853478,382,200,1,200,1.68
0.076287601,300,200,2,200,1.68
0.076239227,366,50,1,50,2.1
0.024408742,285,50,1,50,0.3
0.003207556,289,67,1,33,1.68
0.03824124,348,50,1,50,2.1
0.248436012,433,100,1,100,1.68
0.020877305,327,50,1,50,1.68
0.00417555,295,67,1,33,1.68
0.146145155,391,50,1,50,2.1
0.005772257,267,200,2,200,0.3
